func_name,elapsed_time,device_str,num_neurons,connection_prob,timestep,min_delay,max_delay,mean_spikes_per_neuron,mean_spikes_per_bin
event_driven,0.00027060508728027344,cpu,10,1,0.001,0.002,0.004,22.200000762939453,2.2200000286102295
event_driven,0.0008058547973632812,cpu,100,0.01,0.001,0.002,0.004,15.420000076293945,15.420000076293945
event_driven,0.0017104148864746094,cpu,100,0.05,0.001,0.002,0.004,21.020000457763672,21.020000457763672
event_driven,0.003040313720703125,cpu,100,0.1,0.001,0.002,0.004,22.979999542236328,22.979999542236328
event_driven,0.005864620208740234,cpu,100,0.2,0.001,0.002,0.004,25.520000457763672,25.520000457763672
event_driven,0.009175300598144531,cpu,100,0.3,0.001,0.002,0.004,27.459999084472656,27.459999084472656
event_driven,0.013442754745483398,cpu,100,0.4,0.001,0.002,0.004,30.959999084472656,30.959999084472656
event_driven,0.017883777618408203,cpu,100,0.5,0.001,0.002,0.004,34.63999938964844,34.63999938964844
event_driven,0.030062198638916016,cpu,100,0.75,0.001,0.002,0.004,37.779998779296875,37.779998779296875
event_driven,0.04215812683105469,cpu,100,1,0.001,0.002,0.004,38.83000183105469,38.83000183105469
event_driven,0.04539895057678223,cpu,1000,0.01,0.001,0.002,0.004,22.854999542236328,228.5500030517578
event_driven,0.22792363166809082,cpu,1000,0.05,0.001,0.002,0.004,35.38800048828125,353.8800048828125
event_driven,0.4876132011413574,cpu,1000,0.1,0.001,0.002,0.004,39.3650016784668,393.6499938964844
event_driven,1.1595072746276855,cpu,1000,0.2,0.001,0.002,0.004,41.27399826049805,412.739990234375
event_driven,2.1088452339172363,cpu,1000,0.3,0.001,0.002,0.004,42.48099899291992,424.80999755859375
event_driven,3.1515655517578125,cpu,1000,0.4,0.001,0.002,0.004,43.01300048828125,430.1300048828125
event_driven,4.016486883163452,cpu,1000,0.5,0.001,0.002,0.004,44.0,440.0
event_driven,6.384220123291016,cpu,1000,0.75,0.001,0.002,0.004,44.000999450683594,440.010009765625
event_driven,11.619024753570557,cpu,1000,1,0.001,0.002,0.004,45.0,450.0
event_driven,8.044872760772705,cpu,10000,0.01,0.001,0.002,0.004,39.34239959716797,3934.239990234375
event_driven,66.7710542678833,cpu,10000,0.05,0.001,0.002,0.004,44.0,4400.0
